Doctor Name,City,Specialization,Doctor Qualification,Experience(Years),Total_Reviews,Patient Satisfaction Rate(%age),Avg Time to Patients(mins),Wait Time(mins),Hospital Address,Doctors Link,Fee(PKR)
Dr. Muhammad Sultan,FAISALABAD,Eye Surgeon,"MBBS, FCPS",10.0,0.0,94.0,14.0,11.0,"Saahil Hospital, Sheikhupura Road, Faisalabad",No Link Available,2000.0
Dr. Mian Awais,FAISALABAD,"Neuro Surgeon, Spinal Surgeon","MBBS, MRCS (Glasgow), FICS (USA), FACS (USA). MS (Neurosurgery), Fellowship in Pediatric Neurosurgery, Fellowship in Spine Surgery",10.0,193.0,94.0,15.0,15.0,"Saad Medicare Clinic, Rajana Road, Toba Tek Singh",https://www.marham.pk/doctors/faisalabad/neuro-surgeon/dr-mian-awais#reviews-scroll,1000.0
Dr. Muhammad Salman Ali Khan,FAISALABAD,Neuro Surgeon,"MBBS, MS (Neurosurgery)",9.0,29.0,100.0,18.0,9.0,"Chiniot General Hospital Jinnah Colony, Gurunank Pura, Faisalabad",https://www.marham.pk/doctors/faisalabad/neuro-surgeon/dr-muhammad-salman-ali-khan#reviews-scroll,1000.0
Dr. Muhammad Abdur Rehman,FAISALABAD,Neuro Surgeon," MBBS , FCPS (Neuro Surgery) , MRCS ",9.0,55.0,100.0,16.0,9.0,"Mujahid Hospital, Madina Town, Faisalabad",https://www.marham.pk/doctors/faisalabad/neuro-surgeon/dr-muhammad-abdur-rehman#reviews-scroll,3000.0
Dr. Fahad Pervaiz,FAISALABAD,Neuro Surgeon," MBBS , MS (Neurosurgery) ",5.0,14.0,100.0,16.0,10.0,"Hajra Kareem Hospital, Batala Colony, Faisalabad",https://www.marham.pk/doctors/faisalabad/neuro-surgeon/dr-fahad-pervaiz#reviews-scroll,1000.0
Dr. Taimoor Anwar,FAISALABAD,Neuro Surgeon,"MBBS, FCPS (Neurosurgery)",11.0,34.0,100.0,12.0,7.0,"Shifa International Hospital, Jaranwala Road, Faisalabad",https://www.marham.pk/doctors/faisalabad/neuro-surgeon/dr-taimoor-anwar#reviews-scroll,2000.0
Dr. Muhammad Jahanzeb,FAISALABAD,Neuro Surgeon,"MBBS, MS (Nero Surgery)",4.0,1.0,100.0,10.0,10.0,No Address Available,https://www.marham.pk/online-consultation/neuro-surgeon/faisalabad/dr-muhammad-jahanzeb-23424#reviews-scroll,1500.0
Dr. Muhammad Saqlain,FAISALABAD,Neuro Surgeon," MBBS , , FCPS (Neurosurgery) ",8.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,500.0
Dr. Hafiz Muhammad Junaid,FAISALABAD,Neuro Surgeon,"MBBS, FCPS (Neuro Surgery)",7.0,7.0,100.0,10.0,17.0,"Siddiq Medical Complex Hospital, Gulistan Colony, Faisalabad",https://www.marham.pk/doctors/chiniot/neuro-surgeon/dr-hafiz-muhammad-junaid#reviews-scroll,1000.0
Dr. Naazir Hussain,FAISALABAD,Neuro Surgeon,"MBBS , FCPS",10.0,0.0,94.0,14.0,11.0,"Mian Muhammad Trust Hospital, Near General Bus Stand, Faisalabad",No Link Available,1000.0
Dr. Muhammad Faizan Riaz,FAISALABAD,Neuro Surgeon," MBBS , MS Neuro Surgery ",3.0,0.0,94.0,14.0,11.0,"Allied Hospital, Jail Road, Faisalabad",No Link Available,500.0
Dr. Professor Brigadier Asher Ahmed,ISLAMABAD,Dermatologist,"MBBS (Pb), Dip Derma (AFPGMI), FCPS (Derm) Clinical Fellowship in Dermatopathology (UK) MCPS (HPE)",30.0,439.0,98.0,12.0,14.0,"Cosmetic Contouring Clinic, G8 Markaz, Islamabad",https://www.marham.pk/doctors/rawalpindi/dermatologist/dr-professor-brigadier-asher-ahmed#reviews-scroll,1500.0
Dr. Malik Aftab Afzal,ISLAMABAD,Dermatologist,"MD , Diploma (Dermatology), Master of Science in Public Health",15.0,709.0,97.0,15.0,7.0,"Aesthetics Lounge (F 11), Islamabad, Islamabad",https://www.marham.pk/doctors/jhelum/dermatologist/dr-malik-aftab-afzal#reviews-scroll,2000.0
Dr. Muhammad Yaqoob,ISLAMABAD,Dermatologist,"MBBS , FCPS 1 , RMP , MRCS(A)",5.0,156.0,93.0,14.0,8.0,"Azeem memorial health care, nawaz kiyani road sector i-14/4, Islamabad",https://www.marham.pk/doctors/islamabad/dermatologist/dr-muhammad-yaqoob#reviews-scroll,750.0
Dr. Seemal Akram,ISLAMABAD,Dermatologist,"MBBS, FCPS (Dermatology)",9.0,61.0,98.0,11.0,9.0,"Rai Medical Complex Hospital, Satellite Town, Sargodha",https://www.marham.pk/doctors/sargodha/dermatologist/dr-seemal-akram#reviews-scroll,1000.0
Dr. Farzana Abdullah,ISLAMABAD,Dermatologist,"MBBS, MRCP (UK), SCE Specialty Certified From (UK)",5.0,55.0,94.0,14.0,11.0,"Cosmetico Clinic, F-6, Islamabad",https://www.marham.pk/doctors/islamabad/dermatologist/dr-farzana-abdullah#reviews-scroll,1000.0
Dr. Yusra Shabbir,ISLAMABAD,Dermatologist," MBBS , MCPS (Dermatology) ",6.0,79.0,100.0,12.0,8.0,"Zobia Hospital, G9, Islamabad",https://www.marham.pk/online-consultation/dermatologist/islamabad/dr-yusra-shabbir-29729#reviews-scroll,500.0
Dr. Usman Haider,ISLAMABAD,Dermatologist,"MBBS, FCPS (Dermatology)",13.0,78.0,100.0,13.0,11.0,"Care+ Medical Center, G-8 Markaz, Islamabad",https://www.marham.pk/doctors/islamabad/dermatologist/dr-usman-haider#reviews-scroll,2000.0
Dr. Khalid Aslam,ISLAMABAD,Dermatologist,"MBBS, Dip. Dermatology (Thailand), Dip. Dermatology (Pakistan), Fellow Laser Dermatosurgey (Thailand)",15.0,268.0,97.0,15.0,6.0,"Skin Care Clinic, Dha phase 2, Islamabad",https://www.marham.pk/doctors/islamabad/dermatologist/dr-khalid-aslam#reviews-scroll,1500.0
Dr. Ayesha Tariq,ISLAMABAD,"Dermatologist, Aesthetic Physician","MBBS,FCPS (Dermatology)",10.0,0.0,94.0,14.0,11.0,"AT Skin &amp; Aesthetic Clinic, Phase 7 Bahria Town, Islamabad",No Link Available,2500.0
Dr. Shumaila Jawed,ISLAMABAD,Dermatologist," MBBS , MCPS (Derm) , American Board Certified ",9.0,32.0,100.0,14.0,11.0,"Southeast Hospital, PWD, Rawalpindi",https://www.marham.pk/doctors/rawalpindi/dermatologist/dr-shumaila-jawed#reviews-scroll,1200.0
Dr. Huma Afzal Shaikh,ISLAMABAD,Dermatologist," MBBS , FCPS ( DERMATOLOGY ) ",17.0,13.0,100.0,12.0,3.0,"GSR diagnostics and clinics, maulana Fazl-e-Haq road, Islamabad",https://www.marham.pk/doctors/islamabad/dermatologist/dr-huma-afzal-shaikh#reviews-scroll,1500.0
Dr. Nousheen Rizwan,ISLAMABAD,Dermatologist,"MBBS, D-Derm (UK)",14.0,157.0,99.0,14.0,9.0,"Dermaplast Skin &amp; Aesthetic Clinic, F-11, Islamabad",https://www.marham.pk/doctors/islamabad/dermatologist/dr-nousheen-rizwan#reviews-scroll,2000.0
Asst. Prof. Dr. Ghulam Mujtaba,ISLAMABAD,Neurologist,"MBBS, FCPS (Neurology), Member of International Parkinson and Movement Disorder Society (USA), Mini fellowship in Epilepsy, Member of American Academy of Neurology",10.0,388.0,97.0,14.0,12.0,"Maxhealth Hospital, 12-K Markaz Rd, G-8, Islamabad",https://www.marham.pk/doctors/islamabad/neuro-physician/asst-prof-dr-ghulam-mujtaba#reviews-scroll,3000.0
Dr. Husnain Hashim,ISLAMABAD,Neurologist,"MBBS, MCPS, FCPS (Neurology), FEBN (Neurology), MSc (Stroke Medicine)",23.0,1939.0,98.0,17.0,22.0,"Prof Tariq Memorial Neuro Clinic, Sector G, Islamabad",https://www.marham.pk/doctors/rawalpindi/neuro-physician/dr-husnain-hashim#reviews-scroll,1500.0
Dr. Rao Suhail Yaseen Khan,ISLAMABAD,Neurologist,"MD, FCPS (Neurology), FRCP",33.0,471.0,96.0,15.0,11.0,"Advanced International Hospital, G-8 Markaz, Islamabad",https://www.marham.pk/doctors/islamabad/neuro-physician/dr-rao-suhail-yaseen-khan#reviews-scroll,2500.0
Prof. Dr. Iftikhar Khawaja,ISLAMABAD,Neurologist,"MBBS, DCMT, MRCP",35.0,168.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/neuro-physician/islamabad/prof-dr-iftikhar-khawaja-19845#reviews-scroll,3000.0
Dr. Soban Khan,ISLAMABAD,Neurologist,MBBS,7.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,1500.0
Dr. Bushra Khalid,ISLAMABAD,Neurologist,"MBBS, FCPS (Neurology)",7.0,5.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/neuro-physician/islamabad/dr-bushra-khalid-36614#reviews-scroll,2000.0
Dr. Malik Ehsan,ISLAMABAD,Neurologist,"MBBS, MD (Neurology)",9.0,8.0,100.0,21.0,11.0,"Care+ Medical Center, G-8 Markaz, Islamabad",https://www.marham.pk/doctors/islamabad/neuro-physician/dr-malik-ehsan#reviews-scroll,2000.0
Dr. Sajid Khan,ISLAMABAD,Neurologist, MBBS ,5.0,2.0,100.0,10.0,9.0,No Address Available,https://www.marham.pk/online-consultation/neuro-physician/islamabad/dr-sajid-khan-29855#reviews-scroll,1000.0
Dr. Iqra Athar,ISLAMABAD,Neurologist," MBBS , FCPS (Neurology) ",7.0,10.0,100.0,13.0,16.0,"PAF Hospital Islamabad Unit 2, Main Margalla Rd, E-9/1, Islamabad",https://www.marham.pk/doctors/islamabad/neuro-physician/dr-iqra-athar#reviews-scroll,2000.0
Dr. Anum Irfan Abbasi,ISLAMABAD,Neurologist,"MBBS, FCPS* (Neurology)",6.0,0.0,94.0,14.0,11.0,"Maroof International Hospital, F-10/3 Markaz, Islamabad",No Link Available,2000.0
Dr. Mansoor Iqbal Ch,ISLAMABAD,Neurologist," MBBS , FCPS-Neurology ",10.0,0.0,94.0,14.0,11.0,"Maroof International Hospital, F-10/3 Markaz, Islamabad",No Link Available,1400.0
Dr. Muhammad Amjad,ISLAMABAD,Neurologist,"MBBS, MCPS, FCPS",10.0,0.0,94.0,14.0,11.0,"Shifa International Hospital Ltd., H-8/4, Islamabad",No Link Available,2000.0
Prof. Dr. Umber Jalil Bakhtiar,ISLAMABAD,Gynecologist,"MBBS, MCPS (Obstetrics &amp; Gynecology), FCPS (Obstetrics &amp; Gynecology)",22.0,1498.0,97.0,15.0,12.0,"Abrar Surgery Hospital, Cantt, Rawalpindi",https://www.marham.pk/doctors/islamabad/gynecologist/prof-dr-umber-jalil-bakhtiar#reviews-scroll,2000.0
Dr. Hina Nadeem,ISLAMABAD,Gynecologist,"MBBS, MCPS (Obstetrics &amp; Gynecology), PGD (Nutrition), CBC (Advance Ultrasound)",17.0,209.0,99.0,18.0,7.0,"Advanced International Hospital, G-8 Markaz, Islamabad",https://www.marham.pk/doctors/islamabad/gynecologist/dr-hina-nadeem#reviews-scroll,1500.0
Prof. Dr. Shumaila Tanveer,ISLAMABAD,Gynecologist," MBBS , FCPS(Obstetrics &amp; Gynecology) ",25.0,502.0,98.0,15.0,14.0,"Quaid-E-Azam International Hospital, Main Peshawar Road, Islamabad",https://www.marham.pk/doctors/islamabad/gynecologist/prof-dr-shumaila-tanveer#reviews-scroll,3000.0
Dr. Asma Khan,ISLAMABAD,Gynecologist,"MBBS, FCPS (Obstetrics &amp; Gynecology)",16.0,115.0,97.0,16.0,21.0,"Anwar Capital Hospital, Islamabad Capital Territory, Islamabad",https://www.marham.pk/doctors/islamabad/gynecologist/dr-asma-khan#reviews-scroll,1000.0
Assoc. Prof. Dr. Maj R Tehmina Rehman,ISLAMABAD,Gynecologist,"MBBS, FCPS (Obstetrics &amp; Gynecology)",25.0,150.0,99.0,15.0,13.0,"Maroof International Hospital, F-10/3 Markaz, Islamabad",https://www.marham.pk/doctors/islamabad/gynecologist/assoc-prof-dr-maj-r-tehmina-rehman#reviews-scroll,3000.0
Assoc. Prof. Dr. Lt Col R Sadia Arif,ISLAMABAD,Gynecologist,"MBBS, MCPS (Obstetrics &amp; Gynecology), FCPS (Obstetrics &amp; Gynecology), Certificate in Health Professions Education (CHPE)",27.0,33.0,94.0,13.0,7.0,"Islamabad Gynae Centre, Blue Area, Islamabad",https://www.marham.pk/doctors/islamabad/gynecologist/assoc-prof-dr-lt-col-r-sadia-arif#reviews-scroll,1500.0
Assoc. Prof. Dr. Ayesha Basharat,ISLAMABAD,Gynecologist,"MBBS, FCPS (Obstetrics and Gynecology)",10.0,16.0,100.0,13.0,23.0,"Pakistan Surgical Centre, Islamabad, Islamabad",https://www.marham.pk/doctors/islamabad/gynecologist/assoc-prof-dr-ayesha-basharat#reviews-scroll,1500.0
Prof. Dr. Ghazala Sadiq,ISLAMABAD,Gynecologist,"MBBS, MCPS (Obs &amp; Gyne) , FCPS (Obs &amp; Gyne) , PGDME (UK) , Dip Urogynecology (Germany)",35.0,298.0,95.0,15.0,10.0,"Al Sadiq –Saad Shaheed Hospital, Near IIMS, Rawalpindi",https://www.marham.pk/doctors/islamabad/gynecologist/prof-dr-ghazala-sadiq#reviews-scroll,3000.0
Dr. Maria Athar,ISLAMABAD,Gynecologist,"MBBS, FCPS (Obstetrics &amp; Gynaecology)",14.0,9.0,100.0,12.0,11.0,"Sarf Hospital, F-10, Islamabad",https://www.marham.pk/doctors/islamabad/gynecologist/dr-maria-athar#reviews-scroll,500.0
Dr. Samina Arshad,ISLAMABAD,Gynecologist,"MBBS, MCPS, IAMU (USA), CDMU (PAK)",25.0,256.0,97.0,17.0,12.0,"Quest Medical Complex, G-8 Markaz, Islamabad",https://www.marham.pk/doctors/islamabad/gynecologist/dr-samina-arshad#reviews-scroll,2000.0
Dr. Shabana Shoukat,ISLAMABAD,Gynecologist,"MBBS, MS (Obstetrics &amp; Gynecology)",12.0,4.0,100.0,15.0,44.0,"Temar Diagnostics &amp; Medical Center, Near Haidery Chowk, Rawalpindi",https://www.marham.pk/doctors/islamabad/gynecologist/dr-shabana-shoukat#reviews-scroll,1500.0
Dr. Ghazala Bashir,ISLAMABAD,Gynecologist,"MBBS, FCPS (Obstetrics &amp; Gynaecology), MCPS (Obstetrics &amp; Gynaecology)",33.0,11.0,100.0,16.0,33.0,"Hashmi Medical &amp; ICSI Centre, G-11 Markaz, Islamabad",https://www.marham.pk/doctors/islamabad/gynecologist/dr-ghazala-bashir#reviews-scroll,3000.0
Dr. Aftab Ali Malik,ISLAMABAD,"Urologist, Sexologist, Andrologist","MBBS, FCPS (Urology)",35.0,586.0,96.0,14.0,11.0,"Urology Clinic, Blue Area, Islamabad",https://www.marham.pk/doctors/islamabad/urologist/dr-aftab-ali-malik#reviews-scroll,2500.0
Dr. Hassan Mansoor,ISLAMABAD,Urologist,"MBBS, FCPS",8.0,373.0,97.0,13.0,11.0,No Address Available,https://www.marham.pk/online-consultation/urologist/islamabad/dr-hassan-mansoor-14783#reviews-scroll,1000.0
Prof. Dr. Salman Ahmed Tipu,ISLAMABAD,"Urologist, Sexologist, Andrologist","MBBS, FRCS (General Surgery), FCPS (Urology)",25.0,1342.0,95.0,15.0,15.0,"Executive Clinics &amp; Pharmacy, bahria town, Islamabad",https://www.marham.pk/doctors/rawalpindi/urologist/prof-dr-salman-ahmed-tipu#reviews-scroll,2000.0
Dr. Arzu Yousuf,ISLAMABAD,Urologist,"MBBS, FCPS (Urology), RMP (GMC-UK)",15.0,6.0,100.0,13.0,16.0,"Al khidmat raazi hospital, Chandni Chowk, Rawalpindi",https://www.marham.pk/doctors/islamabad/urologist/dr-arzu-yousuf#reviews-scroll,3000.0
Dr. Muhammad Akram Kumbhar,ISLAMABAD,"Urologist, Sexologist","MBBS, M.S (Urology)",15.0,88.0,96.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/urologist/islamabad/dr-muhammad-akram-kumbhar-11269#reviews-scroll,1000.0
Dr. Adee Hussain,ISLAMABAD,Urologist,"MBBS, FCPS (Urology)",14.0,32.0,97.0,14.0,9.0,"Medicsi 3 Hospital, Bahria Town, Rawalpindi",https://www.marham.pk/doctors/rawalpindi/urologist/dr-adee-hussain#reviews-scroll,1000.0
Dr. Ahmed Sajjad,ISLAMABAD,"Urologist, Sexologist, Andrologist","MBBS, FCPS (Urology)",33.0,387.0,97.0,14.0,11.0,"Medcity International Hospital, F-8, Islamabad",https://www.marham.pk/doctors/islamabad/urologist/dr-ahmed-sajjad#reviews-scroll,4000.0
Dr. Saadat Hashmi,ISLAMABAD,Urologist,"MBBS, FCPS",15.0,22.0,96.0,15.0,9.0,"Maryam Memorial Hospital, Afzal Town, Rawalpindi",https://www.marham.pk/doctors/islamabad/urologist/dr-saadat-hashmi#reviews-scroll,2500.0
Prof. Dr. Musharaf Ali Khan,ISLAMABAD,Urologist,"MBBS, FCPS",27.0,69.0,99.0,15.0,11.0,"Maxhealth Hospital, 12-K Markaz Rd, G-8, Islamabad",https://www.marham.pk/doctors/islamabad/urologist/prof-dr-musharaf-ali-khan#reviews-scroll,2500.0
Dr. Hina Anwar,ISLAMABAD,Urologist,"MBBS, Resident FCPS (Urology)",7.0,42.0,98.0,13.0,11.0,"Sarf Hospital, F-10, Islamabad",https://www.marham.pk/doctors/islamabad/urologist/dr-hina-anwar#reviews-scroll,1600.0
Assoc. Prof. Dr. Amer Abbas,ISLAMABAD,Urologist,"MBBS, MS (Urology)",16.0,4.0,100.0,13.0,6.0,"GSR diagnostics and clinics, maulana Fazl-e-Haq road, Islamabad",https://www.marham.pk/doctors/islamabad/urologist/assoc-prof-dr-amer-abbas#reviews-scroll,1800.0
Dr. Fayyaz H Ali Bangash,ISLAMABAD,"Urologist, Sexologist, Andrologist","MBBS, MS (Urology)",6.0,232.0,96.0,18.0,14.0,"Care+ Medical Center, G-8 Markaz, Islamabad",https://www.marham.pk/doctors/islamabad/urologist/dr-fayyaz-h-ali-bangash#reviews-scroll,2000.0
Asst. Prof. Dr. Hafiz Mohammad Zubair,ISLAMABAD,"Internal Medicine Specialist, Gastroenterologist, Diabetologist","MBBS, FCPS (Internal Medicine)",13.0,1245.0,98.0,15.0,20.0,"Zobia Hospital, Sector G, Islamabad",https://www.marham.pk/doctors/islamabad/internal-medicine/asst-prof-dr-hafiz-mohammad-zubair#reviews-scroll,1000.0
Dr. Imran Yousaf,ISLAMABAD,"Gastroenterologist, Hepatologist","MBBS, MCPS (Medicine), MD (Gastroenterology &amp; Hepatology), Member American College of Gastroenterology, Hepatologist &amp; Interventional Endoscopist",17.0,803.0,98.0,14.0,11.0,"Life Care International Hospital, G-10 Markaz, Islamabad",https://www.marham.pk/doctors/islamabad/gastroenterologist/dr-imran-yousaf#reviews-scroll,1500.0
Prof. Dr. Qurratulain Hyder,ISLAMABAD,Gastroenterologist,"MBBS, FCPS (Gastro)",36.0,259.0,98.0,14.0,10.0,"Care+ Medical Center, G-8 Markaz, Islamabad",https://www.marham.pk/doctors/islamabad/gastroenterologist/prof-dr-qurratulain-hyder#reviews-scroll,2000.0
Dr. Hyder Abbasi,ISLAMABAD,Gastroenterologist,"MBBS, MD (Gastroenterology)",9.0,124.0,100.0,16.0,10.0,"Care plus, G 8/4 G-8, Islamabad",https://www.marham.pk/doctors/islamabad/gastroenterologist/dr-hyder-abbasi#reviews-scroll,1500.0
Dr. Muhammad Omar Qureshi,ISLAMABAD,Gastroenterologist,"MBBS, FCPS (Gastroenterology), MRCP 1, FCPS 1 (Medicine)",14.0,200.0,98.0,16.0,11.0,"Ali Medical Centre, F-8 Markaz, Islamabad",https://www.marham.pk/doctors/islamabad/gastroenterologist/dr-muhammad-omar-qureshi#reviews-scroll,2500.0
Prof. Dr. Inayat Adil,ISLAMABAD,Gastroenterologist,"MBBS, FCPS (Gastroentology)",30.0,282.0,95.0,16.0,11.0,"Gut Care Hospital, Blue Area G-7, Islamabad",https://www.marham.pk/doctors/islamabad/gastroenterologist/prof-dr-inayat-adil#reviews-scroll,2000.0
Dr. Wajid Hussain,ISLAMABAD,Gastroenterologist,"MBBS, FCPS (Internal Medicine)",10.0,68.0,86.0,14.0,9.0,"Islamabad Diagnostic Center (PWD Branch), Main PWD Rd, Islamabad",https://www.marham.pk/doctors/rawalpindi/gastroenterologist/dr-wajid-hussain#reviews-scroll,1500.0
Prof. Dr. Rooh Ul Amin Durrani,ISLAMABAD,"Gastroenterologist, Pulmonologist / Lung Specialist, Rehabilitation Medicine","MBBS, MD, MCPS (Medicine), FCPS (Medicine), DCPS (Gastro), MRCS (Gastro)",15.0,217.0,93.0,16.0,12.0,"Capital Diagnostic Center, G-8, Islamabad",https://www.marham.pk/doctors/islamabad/gastroenterologist/prof-dr-rooh-ul-amin-durrani#reviews-scroll,2500.0
Dr. Anum Abbas,ISLAMABAD,Gastroenterologist,"MBBS, FCPS",6.0,9.0,100.0,15.0,8.0,No Address Available,https://www.marham.pk/online-consultation/gastroenterologist/islamabad/dr-anum-abbas-19956#reviews-scroll,2000.0
Dr. Aqsa Naseer,ISLAMABAD,"Gastroenterologist, Hepatologist","MBBS, FCPS (Gastroenterology), ESEGH (UK)",8.0,153.0,98.0,17.0,7.0,"Care+ Medical Center, G-8 Markaz, Islamabad",https://www.marham.pk/doctors/islamabad/gastroenterologist/dr-aqsa-naseer#reviews-scroll,2000.0
Dr. Irfan,ISLAMABAD,Gastroenterologist,"MBBS, MRCP, IMM",7.0,27.0,100.0,14.0,11.0,"Zobia Hospital, Sector G, Islamabad",https://www.marham.pk/doctors/rawalpindi/gastroenterologist/dr-irfan#reviews-scroll,2000.0
Asst. Prof. Dr. Sultan Zeb Khan,ISLAMABAD,"Gastroenterologist, Hepatologist","MBBS, FCPS (Gastroenterology &amp; Hepatology)",10.0,110.0,99.0,17.0,13.0,No Address Available,https://www.marham.pk/online-consultation/gastroenterologist/islamabad/asst-prof-dr-sultan-zeb-khan-7963#reviews-scroll,1000.0
Asst. Prof. Dr. Sajjad Naseer,ISLAMABAD,"Pulmonologist / Lung Specialist, General Physician","MBBS, FRCP (Glasgow), MRCP (Pulmonology) London, MRCP Medicine (Edinburgh), CCST (UK)",21.0,109.0,92.0,10.0,15.0,"Islamabad Specialist Clinic F8 Markaz, Sector F, Islamabad",https://www.marham.pk/doctors/islamabad/pulmonologist/asst-prof-dr-sajjad-naseer#reviews-scroll,3000.0
Dr. Imtiaz Piracha,ISLAMABAD,Pulmonologist / Lung Specialist,"MBBS, DTCD",37.0,189.0,96.0,17.0,9.0,"Capital Diagnostic Centre (Blue Area), Blue Area G-7, Islamabad",https://www.marham.pk/doctors/islamabad/pulmonologist/dr-imtiaz-piracha#reviews-scroll,1500.0
Dr. Muhammad Salman,ISLAMABAD,"Internal Medicine Specialist, General Physician, Pulmonologist / Lung Specialist, Diabetologist, Family Medicine","MBBS, MD (Medicine), MD (Pulmonology), FACP (USA)",18.0,156.0,99.0,14.0,11.0,"Maxhealth Hospital, 12-K Markaz Rd, G-8, Islamabad",https://www.marham.pk/doctors/islamabad/internal-medicine/dr-muhammad-salman#reviews-scroll,2500.0
Dr. Nihal Azhar,ISLAMABAD,Pulmonologist / Lung Specialist,"MBBS, Diploma (Tuberculosis and Chest Diseases (DTCD), Clinical Research Certified Professional (CRCP), Introduction to the Principles and Practice of Clinical Research (IPPCR)",35.0,22.0,96.0,12.0,6.0,"Azhar Chest Clinic, G-10, Islamabad",https://www.marham.pk/doctors/islamabad/pulmonologist/dr-nihal-azhar#reviews-scroll,1000.0
Dr. Muhammad Israr,ISLAMABAD,Pulmonologist / Lung Specialist,MBBS,5.0,5.0,100.0,11.0,7.0,"Advanced International Hospital, G-8 Markaz, Islamabad",https://www.marham.pk/doctors/islamabad/pulmonologist/dr-muhammad-israr#reviews-scroll,2500.0
Prof. Dr. Rooh Ul Amin Durrani,ISLAMABAD,"Gastroenterologist, Pulmonologist / Lung Specialist, Rehabilitation Medicine","MBBS, MD, MCPS (Medicine), FCPS (Medicine), DCPS (Gastro), MRCS (Gastro)",15.0,217.0,93.0,14.0,11.0,"Capital Diagnostic Center, G-8, Islamabad",https://www.marham.pk/doctors/islamabad/gastroenterologist/prof-dr-rooh-ul-amin-durrani#reviews-scroll,2500.0
Dr. Asad Ullah Nemati,ISLAMABAD,Pulmonologist / Lung Specialist,"MBBS, MCPS (Pulmonology)",30.0,22.0,100.0,14.0,9.0,"HM Diagnostic Center, G-8, Islamabad",https://www.marham.pk/doctors/islamabad/pulmonologist/dr-asad-ullah-nemati#reviews-scroll,2000.0
Dr. Hafeez Ur Rehman,ISLAMABAD,"Medical Specialist, Pulmonologist / Lung Specialist, Diabetologist"," MBBS , DTCD (TB &amp; Cheast Disease) , FCPS (Medicine) ",40.0,63.0,98.0,14.0,11.0,"MedOne HealthCare, I-8, Islamabad",https://www.marham.pk/doctors/islamabad/medical-specialist/dr-hafeez-ur-rehman#reviews-scroll,2700.0
Dr. Munawar Khan Masood,ISLAMABAD,Pulmonologist / Lung Specialist,"MBBS, FCPS",35.0,152.0,97.0,16.0,9.0,"Care+ Medical Center, G-8 Markaz, Islamabad",https://www.marham.pk/doctors/islamabad/pulmonologist/dr-munawar-khan-masood#reviews-scroll,2500.0
Dr. Rizwan Athar,ISLAMABAD,Pulmonologist / Lung Specialist," MBBS , FCPS , Gold Medalist (Rawalpindi Medical University) ",8.0,37.0,95.0,15.0,9.0,"Islamabad International Hospital &amp; Research Center, Sector E, Islamabad",https://www.marham.pk/doctors/islamabad/pulmonologist/dr-rizwan-athar#reviews-scroll,1500.0
Dr. Qaiser Niazi,ISLAMABAD,"Pulmonologist / Lung Specialist, Internal Medicine Specialist","MBBS, MRCP (UK), FRACP (AUS), FCCP (USA), MPH (University of Sydney)",17.0,1.0,100.0,10.0,15.0,No Address Available,https://www.marham.pk/online-consultation/pulmonologist/islamabad/dr-qaiser-niazi-36922#reviews-scroll,2500.0
Dr. Shakir Ullah,ISLAMABAD,Pulmonologist / Lung Specialist,MBBS,1.5,0.0,94.0,14.0,11.0,"Haris Family Hospital, Shamas Colony, Islamabad",No Link Available,400.0
